,index,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
130,20992,gdb_20993,Cn1c(nnc1N)N,3.52507,2.11735,1.34412,5.1772,63.55,-0.2019,0.046,0.2479,874.8586,0.121142,-392.178125,-392.170211,-392.169267,-392.210016,28.777
131,9056,gdb_9057,OC(CCC#C)C#C,5.05243,0.90273,0.79919,1.2488,73.12,-0.2581,0.0268,0.2849,1369.455,0.126788,-346.530817,-346.521513,-346.520569,-346.565041,33.382
132,57551,gdb_57552,CC(C)(C)COCC#N,3.68492,0.70613,0.68795,4.3988,84.07,-0.2821,0.01,0.2921,1738.3913,0.19078,-404.360603,-404.349578,-404.348634,-404.397269,39.326
133,31170,gdb_31171,NC1=COC([O-])=C1C[NH3+],2.53542,0.99147,0.77475,6.5877,76.36,-0.1913,-0.0567,0.1345,1478.8324,0.132596,-455.172118,-455.161188,-455.160244,-455.209854,37.536
134,88583,gdb_88584,OC1CC1C1=NCCO1,3.63463,1.16973,1.00196,2.6825,74.58,-0.2359,0.0144,0.2503,1210.0656,0.148972,-439.090042,-439.081992,-439.081048,-439.123431,30.071
135,1166,gdb_1167,CC(C)(CO)C#C,3.943,1.84396,1.74441,1.2828,65.86,-0.2602,0.0525,0.3127,820.2194,0.145036,-309.68579,-309.676922,-309.675978,-309.718145,32.249
136,59379,gdb_59380,CC(O)C1CC(O1)C#C,4.34364,0.88978,0.84662,1.2779,78.24,-0.2596,0.0176,0.2773,1414.6481,0.157097,-422.974569,-422.965105,-422.964161,-423.009265,35.136
137,48107,gdb_48108,O=CC(=O)N1CC1C#C,2.92324,1.23131,1.02038,2.079,70.82,-0.2526,-0.0847,0.1679,1149.8733,0.097793,-436.641253,-436.632467,-436.631523,-436.675407,30.761
138,131949,gdb_131950,Cc1cnoc1N(=O)=O,2.70846,1.68901,1.04696,4.3402,65.47,-0.2935,-0.1066,0.187,1042.0128,0.088208,-489.78982,-489.782122,-489.781177,-489.823054,26.764
139,1136,gdb_1137,CC1(CC(=O)O1)C,5.1632,2.0099,1.89504,4.3041,57.07,-0.2696,0.015,0.2846,734.218,0.123755,-345.698757,-345.691694,-345.69075,-345.729482,26.255
140,39942,gdb_39943,C1OC11C=CCC2NC12,2.95411,1.60089,1.21705,1.6195,78.21,-0.234,0.0115,0.2455,1042.9665,0.149627,-401.914799,-401.907537,-401.906593,-401.946487,29.185
141,81160,gdb_81161,OC1C2CCC1(O2)C#C,2.74816,1.49958,1.30938,1.824,74.64,-0.2464,0.0182,0.2646,1027.4408,0.135554,-421.770176,-421.762238,-421.761294,-421.80224,31.385
142,127740,gdb_127741,CN1N=NC(N)=CC1=N,3.34734,1.42149,1.00451,2.8539,79.63,-0.2095,-0.0514,0.158,1133.7785,0.125899,-430.239106,-430.230998,-430.230054,-430.27145,31.06
143,56172,gdb_56173,CC1(CCC(N)=O)CO1,3.6325,0.74609,0.72808,1.8163,75.86,-0.2459,0.032,0.278,1630.2346,0.168455,-440.308078,-440.297568,-440.296624,-440.345467,36.93
144,45048,gdb_45049,O=C1CC2NC2C11CC1,2.53187,1.81333,1.26079,3.8151,76.29,-0.2397,-0.0132,0.2265,1018.7264,0.14892,-401.944951,-401.937437,-401.936493,-401.976998,29.805
145,31400,gdb_31401,CCC1=NC(=N)NC=N1,2.93248,1.35552,0.9376,2.2953,78.93,-0.2315,-0.0481,0.1834,1225.8097,0.138378,-414.24615,-414.237999,-414.237054,-414.279349,30.164
146,85236,gdb_85237,CC1NC(=O)C2(O)CC12,2.75392,1.54795,1.13732,3.5784,72.37,-0.2441,0.0198,0.2639,1090.5734,0.14807,-439.120155,-439.111815,-439.110871,-439.152636,32.521
147,21328,gdb_21329,c1c([nH]nn1)CC#N,6.30235,1.38227,1.14531,3.7185,59.43,-0.2718,-0.0144,0.2574,939.7352,0.085913,-373.711965,-373.70525,-373.704306,-373.744776,23.186
148,29547,gdb_29548,CC1=CCc2c1coc2,3.10237,1.58902,1.06459,1.1174,81.89,-0.2039,-0.001,0.2028,1097.0051,0.137913,-384.732793,-384.725527,-384.724583,-384.76429,28.727
149,2475,gdb_2476,O=C1CN2CC1C2,5.29239,2.73393,2.46416,2.0133,56.61,-0.2197,-0.0129,0.2069,589.838,0.115987,-324.55226,-324.547035,-324.546091,-324.581099,20.824
150,909,gdb_910,c1c[nH]cnc1=O,5.86771,2.83938,1.91346,7.3926,54.43,-0.2323,-0.0284,0.2039,604.9605,0.081579,-339.489014,-339.483703,-339.482759,-339.518156,19.72
151,50673,gdb_50674,O=CC1CCCC1C#N,2.13765,1.4385,1.04579,4.1426,75.88,-0.2593,-0.0351,0.2242,1182.0942,0.148369,-401.98805,-401.979289,-401.978345,-402.022833,31.127
152,80592,gdb_80593,NC(=O)C1OC2C(O)C12,2.97892,1.44441,1.18309,5.5319,65.29,-0.2226,-0.0076,0.215,1047.405,0.124002,-474.997809,-474.989733,-474.988788,-475.030885,30.654
153,5278,gdb_5279,c1cc(oc1)C(=N)N,5.03334,1.64549,1.24124,3.0068,67.47,-0.2216,-0.0255,0.1961,914.2183,0.109256,-378.759692,-378.752728,-378.751784,-378.791345,26.308
154,65090,gdb_65091,CC1(CC1)C12CC1OC2,3.08544,1.28543,1.14517,1.8595,81.76,-0.2257,0.0821,0.3077,1168.7768,0.181995,-387.032084,-387.023519,-387.022574,-387.065402,33.708
155,28134,gdb_28135,c1[nH]c2c(n1)[nH]c(n2)N,5.39345,1.32937,1.06875,1.6822,71.17,-0.1777,0.0261,0.2037,1038.914,0.105692,-429.09517,-429.088196,-429.087252,-429.126202,27.225
156,115065,gdb_115066,COC1CC=CC2CC12,3.06179,1.29574,1.0135,0.7798,84.16,-0.2253,0.0211,0.2464,1233.0118,0.183797,-387.081271,-387.072776,-387.071832,-387.114482,32.879
157,56744,gdb_56745,CC(C#N)C12CN(C1)C2,2.87181,1.29983,1.06924,3.5528,79.35,-0.2415,0.0298,0.2712,1171.2431,0.160122,-382.008577,-382.000163,-381.999219,-382.042151,31.666
158,4996,gdb_4997,CC1=CN=COC1=N,3.34599,2.35422,1.39369,0.7341,68.1,-0.2336,-0.0518,0.1818,839.0748,0.108742,-378.762867,-378.756066,-378.755122,-378.793801,25.36
159,130633,gdb_130634,c1c2c(on1)CCC2=O,3.21518,1.61879,1.09116,2.5631,68.98,-0.2533,-0.0399,0.2134,1016.2032,0.103028,-436.70923,-436.70257,-436.701626,-436.740662,25.198
160,55197,gdb_55198,CC1=CCN(C1)C(=O)N,3.82757,1.05681,0.84407,3.6938,79.19,-0.2248,0.0184,0.2432,1358.9621,0.160034,-419.265965,-419.256855,-419.255911,-419.300047,33.655
161,115871,gdb_115872,CCC1CCC2CC12C,2.3381,1.34323,1.01782,0.1754,92.1,-0.2514,0.0837,0.3351,1327.5178,0.229996,-352.374531,-352.365051,-352.364107,-352.40833,37.376
162,122103,gdb_122104,OCCCC(CO)C#N,3.30683,0.65469,0.56981,4.2676,76.13,-0.2738,0.0264,0.3002,1904.0203,0.169215,-440.291293,-440.280468,-440.279524,-440.328371,37.281
163,93680,gdb_93681,CC1(O)CCC(O)C=C1,2.91091,1.19069,1.1175,2.0969,80.24,-0.252,-0.0012,0.2508,1210.0002,0.182076,-424.241874,-424.232537,-424.231592,-424.27537,36.485
164,84983,gdb_84984,CC1(C)CC(O)CC1=O,2.43535,1.31047,1.07469,2.0789,78.21,-0.2353,-0.0164,0.2188,1222.5033,0.180885,-424.266901,-424.257274,-424.25633,-424.300977,36.687
165,93540,gdb_93541,CC1CNC(=O)NC=C1,2.78263,1.37999,1.0655,2.9838,79.26,-0.2133,0.0173,0.2306,1166.0928,0.162493,-419.263885,-419.255497,-419.254553,-419.296858,32.286
166,70228,gdb_70229,CC12CC1NC(=N2)C#N,4.08136,1.1631,1.0062,5.0834,77.47,-0.2438,-0.0463,0.1975,1170.7651,0.124818,-396.940117,-396.932104,-396.93116,-396.972431,30.528
167,35987,gdb_35988,C#CCC#CC1CCO1,4.28504,0.65533,0.60801,1.4503,83.2,-0.249,0.0197,0.2686,1818.2287,0.133845,-384.598281,-384.588811,-384.587866,-384.635165,32.873
168,55955,gdb_55956,NC(=O)CC1CC=CC1,3.64508,0.91707,0.89563,3.2452,79.99,-0.2351,0.0303,0.2654,1387.6526,0.171464,-403.200559,-403.191243,-403.190299,-403.236384,33.958
169,124740,gdb_124741,CC(O)C1=C(C)C=NO1,2.47207,1.3243,1.05118,2.4963,74.64,-0.2501,-0.0119,0.2382,1209.4058,0.146406,-439.087668,-439.078359,-439.077415,-439.122488,33.344
170,45187,gdb_45188,O=C1OC2CC3C2CC13,2.91216,1.91356,1.61675,4.4552,70.88,-0.2586,0.0117,0.2703,878.7651,0.139161,-421.835527,-421.829327,-421.828383,-421.865912,26.01
171,78457,gdb_78458,CN1C2C1C1NC2C1O,3.87043,1.2661,1.18187,3.4235,75.53,-0.226,0.0801,0.306,1108.7307,0.161296,-419.123922,-419.116603,-419.115659,-419.155205,30.391
172,128194,gdb_128195,CNC1=CC(=O)N=NO1,1.69896,1.01175,0.65425,4.4737,66.3,-0.2485,-0.0458,0.2027,1606.8493,0.094427,-470.082415,-470.070349,-470.069405,-470.126516,35.32
173,94982,gdb_94983,OC1COC2C3CC12O3,2.76641,1.77947,1.36005,0.9736,67.62,-0.2417,0.0445,0.2863,953.2383,0.135982,-458.849926,-458.842638,-458.841694,-458.881661,28.871
174,41022,gdb_41023,C1OC2CC3C4OC3C124,3.17354,1.91555,1.44394,1.3564,71.41,-0.2328,0.0646,0.2974,898.1778,0.137383,-421.705858,-421.699627,-421.698683,-421.736214,26.202
175,14011,gdb_14012,O=CC1NC11COC1,4.52403,1.28974,1.1876,2.5434,62.98,-0.2542,-0.0357,0.2185,1008.8807,0.117914,-399.748806,-399.741368,-399.740423,-399.781152,26.524
176,19438,gdb_19439,C1OC11CCN2CC12,4.05521,1.93468,1.62368,2.4824,67.35,-0.2362,0.0782,0.3144,830.0735,0.143875,-363.820964,-363.814445,-363.813501,-363.851417,26.116
177,71940,gdb_71941,CC12CCN3CC(O1)C23,2.71751,1.96452,1.46938,0.7557,77.2,-0.2137,0.0654,0.279,962.374,0.172872,-403.118526,-403.111173,-403.110229,-403.150044,30.006
178,128000,gdb_128001,CN=c1c(=O)[nH]cno1,2.62918,1.64356,1.01773,3.4118,70.12,-0.2526,-0.0571,0.1955,1093.329,0.100435,-469.997186,-469.988982,-469.988038,-470.031252,28.736
179,95211,gdb_95212,CC1COC2CC2C1O,2.4875,1.63602,1.17267,1.9828,77.24,-0.2227,0.0617,0.2844,1112.4663,0.18357,-424.21037,-424.201878,-424.200934,-424.243031,33.858
180,78503,gdb_78504,CC1C2C3(O)CN1C23C,2.52719,1.57841,1.29498,2.0277,79.25,-0.2134,0.074,0.2874,1087.3114,0.170093,-403.076838,-403.068097,-403.067153,-403.109559,34.115
181,107341,gdb_107342,COC12CC1C=CCC2,3.25745,1.30534,1.08896,1.2115,83.89,-0.2229,0.0206,0.2435,1187.7205,0.183473,-387.083174,-387.0747,-387.073756,-387.115925,33.322
182,46080,gdb_46081,O=C1OCC(O1)C1CO1,3.05043,1.4238,1.20935,5.5734,60.68,-0.285,0.0413,0.3263,1027.9102,0.113266,-494.921242,-494.91373,-494.912786,-494.954445,26.777
183,108841,gdb_108842,OCC1=CC(O)C2OC12,3.04946,1.20331,0.96765,1.3754,69.0,-0.2489,-0.01,0.2389,1208.7425,0.135714,-458.933049,-458.9248,-458.923856,-458.966117,31.18
184,108473,gdb_108474,CCC12COC1CC2C,1.98394,1.52002,1.24556,1.9515,84.64,-0.2366,0.076,0.3125,1200.5246,0.205216,-388.265077,-388.255593,-388.254649,-388.299907,35.821
185,103059,gdb_103060,OCC1(C#C)C2COC12,2.42885,1.50929,1.10468,2.1888,74.88,-0.2361,0.0352,0.2713,1113.1199,0.134038,-421.731011,-421.72226,-421.721316,-421.765152,32.665
186,117786,gdb_117787,CNC(C)(CCO)C#N,2.45374,0.97203,0.85542,3.415,79.1,-0.2417,0.03,0.2717,1466.7124,0.180388,-420.401961,-420.39091,-420.389966,-420.438178,39.346
187,92234,gdb_92235,OC1CC2CN3CC3C12,2.75351,1.70816,1.34303,2.7527,76.99,-0.2191,0.064,0.2832,1009.4995,0.173468,-403.108515,-403.101018,-403.100073,-403.140163,30.621
188,7787,gdb_7788,CC1CCNC(=O)O1,3.22904,1.92457,1.27038,5.1723,65.21,-0.2489,0.0582,0.3071,951.0784,0.143936,-401.060381,-401.052734,-401.05179,-401.092533,28.342
189,79362,gdb_79363,OC1C2C3COC1OC23,2.50136,2.00266,1.84037,2.022,65.06,-0.2396,0.0775,0.3171,851.3695,0.139047,-458.951391,-458.944836,-458.943892,-458.982107,27.053
190,3260,gdb_3261,C1CC=CCC=C1,3.36984,3.2805,1.77597,0.0455,70.9,-0.2308,0.0243,0.255,736.4051,0.150639,-272.591906,-272.585348,-272.584404,-272.622713,24.94
191,3625,gdb_3626,O1C2C3C4C1C2N34,5.74208,3.81153,3.58683,0.2026,50.7,-0.2482,0.0568,0.3049,456.6318,0.092211,-323.268818,-323.264641,-323.263697,-323.296466,17.318
192,13874,gdb_13875,CC(O)C1CC=CC1,3.96799,1.42634,1.10634,1.3769,75.6,-0.2356,0.0298,0.2653,1096.2295,0.177253,-349.019552,-349.011155,-349.010211,-349.052378,31.868
193,68023,gdb_68024,CC12CC(C)(O1)C1NC21,2.55205,1.85273,1.37708,2.8775,78.51,-0.2253,0.0799,0.3052,1020.371,0.170683,-403.097062,-403.089076,-403.088132,-403.128795,32.728
194,5652,gdb_5653,c1nc2c(o1)C=CC2,5.21099,2.19103,1.55728,1.5811,65.75,-0.2088,-0.0251,0.1837,752.0293,0.098338,-361.491674,-361.486168,-361.485223,-361.521115,21.761
195,18786,gdb_18787,O=C1C2NC3CN1C23,3.88236,2.50047,2.07184,4.6226,60.43,-0.234,-0.0167,0.2173,679.5496,0.109583,-378.657037,-378.651424,-378.65048,-378.686586,22.492
196,16847,gdb_16848,O=C1CC2NC2C=C1,3.88787,2.01713,1.52259,4.5641,67.68,-0.2374,-0.0525,0.1849,819.761,0.12108,-362.669279,-362.662891,-362.661946,-362.699913,24.9
197,71177,gdb_71178,CC12CN3C(C13)C2C#N,2.60232,1.66584,1.33143,4.2353,75.42,-0.256,0.016,0.272,1000.2993,0.136733,-380.82147,-380.813923,-380.812978,-380.85334,29.368
198,38876,gdb_38877,C1C2CN3CC2OCC13,2.72071,2.12624,1.95277,0.8617,75.51,-0.2216,0.0907,0.3123,847.5783,0.177672,-403.128788,-403.123055,-403.122111,-403.15843,26.214
199,52027,gdb_52028,O=CCNC(C=O)C#C,2.93619,0.83239,0.68162,3.8196,73.35,-0.2446,-0.0449,0.1996,1569.2618,0.119639,-437.841421,-437.831373,-437.830429,-437.877964,33.991
200,71574,gdb_71575,CC12CC3C1CC3(C)C2,3.00402,1.44162,1.4365,0.0132,89.44,-0.2637,0.0949,0.3587,1091.4147,0.207079,-351.141492,-351.133428,-351.132483,-351.173192,33.877
201,119800,gdb_119801,OCCC1=CC2CC2C1,5.18877,0.77713,0.73183,1.4981,85.16,-0.2182,0.0249,0.243,1588.0913,0.18331,-387.085726,-387.076837,-387.075892,-387.119935,33.679
202,945,gdb_946,c1cnc(cn1)N,5.97845,2.80397,1.9111,2.0249,59.71,-0.2239,-0.0357,0.1881,622.82,0.093523,-319.610687,-319.605198,-319.604254,-319.639661,21.081
203,2617,gdb_2618,C(C#N)OCC#N,11.90423,1.06334,0.98829,5.1013,52.92,-0.3151,-0.0299,0.2853,1051.3853,0.077278,-339.431591,-339.424302,-339.423358,-339.463878,23.35
204,125320,gdb_125321,Cc1cnn(c1)CCO,5.13937,0.77185,0.71779,1.0383,79.53,-0.2275,0.0245,0.2519,1602.4745,0.159882,-419.226528,-419.217061,-419.216117,-419.262258,33.254
205,41197,gdb_41198,C1NC2C3COCC12O3,2.97191,1.76168,1.5768,2.0496,72.6,-0.2365,0.0339,0.2703,917.1337,0.149613,-438.937,-438.930218,-438.929273,-438.967837,28.047
206,23598,gdb_23599,ON=C1CC2C3CN3C12,3.76511,1.2511,1.16258,1.8332,75.84,-0.2292,-0.0118,0.2174,1084.1919,0.13629,-417.885563,-417.878174,-417.87723,-417.917421,29.358
207,105551,gdb_105552,CCC1(CNC1=O)C#C,1.91439,1.54531,1.29062,3.4368,78.82,-0.2423,0.0217,0.2641,1121.1235,0.145932,-401.940272,-401.930796,-401.929852,-401.974435,34.737
208,13970,gdb_13971,CC#CC12CC1CO2,5.70456,1.11452,1.03032,1.8227,76.78,-0.2199,0.0248,0.2447,1179.2062,0.129139,-346.535435,-346.527391,-346.526447,-346.569475,28.651
209,33630,gdb_33631,C#CC12C3CN=C1NC23,3.17912,1.55169,1.3572,2.9994,79.56,-0.2279,-0.0637,0.1642,965.5861,0.111875,-379.494245,-379.487145,-379.4862,-379.525532,28.471
210,77544,gdb_77545,CN1C2(C)CC1(C2)C#N,3.13703,1.31434,1.10223,4.5814,82.35,-0.2344,0.0122,0.2466,1153.3001,0.158477,-382.017478,-382.008709,-382.007765,-382.050448,33.58
211,2896,gdb_2897,C1COC(O1)C#N,5.08928,2.30726,2.09871,3.6235,49.58,-0.2937,0.0129,0.3066,639.2745,0.091185,-360.512793,-360.506476,-360.505532,-360.544254,21.184
212,65006,gdb_65007,CC1(CO1)C(C#C)C#N,1.99484,1.50503,1.0962,2.1312,74.18,-0.2826,0.0087,0.2914,1148.5616,0.121113,-400.701592,-400.692273,-400.691329,-400.735933,33.609
213,26770,gdb_26771,Cc1c(nc([nH]1)C#C)N,3.6075,1.13024,0.86675,3.1888,87.51,-0.1851,-0.0097,0.1754,1292.0737,0.124309,-396.944465,-396.935412,-396.934468,-396.978025,33.329
214,62405,gdb_62406,CC1(C#C)C2NC2C1=O,2.38256,1.54437,1.3587,3.5268,75.75,-0.2373,-0.0288,0.2085,1026.1765,0.121991,-400.679754,-400.671198,-400.670254,-400.71267,32.239
215,37264,gdb_37265,C1C2C1C1C3C4C3C1C24,3.57654,1.91253,1.83017,0.1679,79.55,-0.2392,0.0956,0.3348,843.7334,0.163366,-348.691482,-348.685773,-348.684829,-348.721043,26.15
216,89886,gdb_89887,OC1CC2(CN2C=O)C1,4.36826,0.88361,0.82372,4.3532,74.83,-0.249,0.0018,0.2508,1393.2249,0.14631,-439.060982,-439.052225,-439.051281,-439.094878,32.362
217,121539,gdb_121540,CCOCC#CC1CN1,5.3101,0.49936,0.47411,1.8651,88.64,-0.2361,0.0256,0.2616,2342.4419,0.169256,-403.079501,-403.069136,-403.068192,-403.11705,35.507
218,2561,gdb_2562,C1C(N1)(C#N)C#N,3.79096,2.61463,1.73874,4.2269,52.95,-0.3062,-0.0372,0.269,674.7042,0.067274,-318.339586,-318.333317,-318.332373,-318.369804,21.809
219,88214,gdb_88215,CC(=O)C#CC1CC1O,3.77403,0.74515,0.67077,3.7702,83.42,-0.2524,-0.0514,0.201,1677.0058,0.132508,-421.79905,-421.789054,-421.78811,-421.835704,34.563
220,119264,gdb_119265,CCCC1(COC)CN1,1.77297,1.11189,0.76745,0.8327,86.61,-0.2401,0.0751,0.3152,1621.0929,0.215816,-405.5168,-405.505848,-405.504904,-405.554043,39.035
221,121034,gdb_121035,CCCC1CNC(=O)N1,3.14522,0.90217,0.79027,4.086,79.24,-0.2427,0.0625,0.3053,1528.0258,0.184543,-420.469046,-420.45976,-420.458815,-420.50367,34.486
222,5506,gdb_5507,Cn1cccc1C#N,3.70836,1.97398,1.29897,4.4471,72.4,-0.2291,-0.0215,0.2076,883.5896,0.109159,-341.640686,-341.633448,-341.632504,-341.672646,25.861
223,76861,gdb_76862,OC1C(O)C2C3CC3C12,2.45638,1.7525,1.57649,2.1126,72.98,-0.2337,0.0624,0.2961,954.4876,0.16045,-422.957155,-422.949547,-422.948602,-422.988731,31.25
224,77260,gdb_77261,CC1C(NC=O)C1C#N,2.74074,1.15753,1.0112,1.8925,74.26,-0.2639,0.0052,0.2691,1212.307,0.13528,-418.036609,-418.027247,-418.026303,-418.071912,32.789
225,34112,gdb_34113,C#CC12CC3C(CN13)C2,3.4407,1.50253,1.40604,1.7843,82.24,-0.2334,0.0304,0.2638,986.349,0.149447,-364.725887,-364.718988,-364.718043,-364.756844,29.033
226,82571,gdb_82572,CC1C2OC3(COC3)C12,3.40035,1.33383,1.16403,2.4818,74.7,-0.2405,0.0668,0.3073,1109.2333,0.158588,-422.958849,-422.950718,-422.949774,-422.991692,31.02
227,94583,gdb_94584,CC1CCC1NC(C)=O,3.11536,0.91622,0.83349,3.4062,84.63,-0.2397,0.0353,0.275,1509.8956,0.193265,-404.383241,-404.37298,-404.372036,-404.419957,36.932
228,81823,gdb_81824,CC1C2NC2(C)C1C#C,2.09612,1.67978,1.14089,2.1791,85.47,-0.2252,0.0512,0.2764,1159.4909,0.169205,-365.943115,-365.933792,-365.932848,-365.976671,35.737
229,45068,gdb_45069,O=C1CC2CN2C1C#N,2.45373,1.78943,1.17839,5.0753,68.84,-0.2546,-0.052,0.2026,1008.0635,0.113101,-416.810966,-416.80347,-416.802526,-416.843479,28.027
230,85725,gdb_85726,CC1CC(C#C)N1C=O,1.82528,1.57131,1.01666,4.1254,80.26,-0.2461,0.0167,0.2628,1228.5176,0.14577,-401.926736,-401.917401,-401.916457,-401.961563,33.681
231,65946,gdb_65947,CC1(OCC11CO1)C#C,2.24019,1.54273,1.3661,1.8403,74.27,-0.2599,0.0215,0.2815,1051.6302,0.13252,-421.745155,-421.736277,-421.735333,-421.778638,33.151
232,38408,gdb_38409,C1C2CC3(CC=CC3)C12,3.59439,1.32551,1.22016,0.2238,86.42,-0.2346,0.0299,0.2644,1112.5796,0.184486,-349.936789,-349.929294,-349.92835,-349.968548,30.997
233,118763,gdb_118764,COCC1(O)CC(C)C1,2.66749,1.01197,0.85981,1.9846,82.83,-0.2475,0.0787,0.3262,1479.8141,0.203661,-425.410834,-425.400505,-425.399561,-425.446331,38.358
234,77691,gdb_77692,CC1(O)CC2(CO2)C1O,2.65906,1.35528,1.20146,2.0985,71.88,-0.2521,0.0605,0.3127,1119.0719,0.156155,-460.12304,-460.113689,-460.112745,-460.15656,35.704
235,111069,gdb_111070,OCC1N2CC1(CO)C2,2.29847,1.37545,1.01618,3.9383,75.54,-0.2338,0.061,0.2948,1222.228,0.171248,-440.186356,-440.17736,-440.176415,-440.220615,33.67
236,18758,gdb_18759,OC1CN2CC(O)C12,2.80693,2.46528,1.64367,2.0549,62.91,-0.22,0.0395,0.2595,814.3735,0.143576,-400.938995,-400.931975,-400.93103,-400.970195,27.648
237,57224,gdb_57225,CC(C)(C#C)C#CC#N,2.95083,0.81933,0.7453,5.0637,89.68,-0.2816,-0.0432,0.2384,1545.3051,0.121184,-363.56881,-363.558923,-363.557979,-363.603652,35.552
238,3296,gdb_3297,C#CC1CC2CC12,5.77597,2.11839,1.87636,0.8713,66.18,-0.2541,0.0496,0.3037,713.3266,0.125253,-271.316922,-271.310553,-271.309609,-271.346906,24.758
239,110084,gdb_110085,OCC1C(C#N)N1C=N,2.08383,1.42933,1.11183,5.1731,72.04,-0.2562,-0.0033,0.2529,1139.6799,0.123564,-434.034031,-434.024913,-434.023968,-434.06832,32.086
240,8448,gdb_8449,CC12CC(O1)C(=O)C2,4.36688,1.81165,1.60192,3.1718,64.41,-0.231,-0.0172,0.2138,833.0872,0.130371,-383.741857,-383.735017,-383.734073,-383.772575,26.88
241,30063,gdb_30064,CN1C=NC=C1C1CN1,2.99502,1.3841,1.0116,2.4155,78.7,-0.2194,0.0206,0.24,1169.782,0.150292,-398.136009,-398.12772,-398.126776,-398.169675,30.11
242,26042,gdb_26043,NC(C#N)C1=CC=CN1,3.33573,1.14191,0.95959,5.4648,76.24,-0.2181,0.0065,0.2246,1213.7449,0.126531,-396.96414,-396.955733,-396.954789,-396.997938,30.851
243,119104,gdb_119105,CCCC1(CO1)C#CC,1.86371,1.0266,0.72033,1.922,88.69,-0.244,0.0348,0.2788,1667.5397,0.179275,-387.054162,-387.043286,-387.042342,-387.092212,37.743
244,113050,gdb_113051,OCC1CC(CC#N)C1,5.57239,0.66086,0.62523,4.1101,80.21,-0.2726,0.0353,0.3079,1748.9082,0.170705,-403.151558,-403.141997,-403.141053,-403.186934,34.491
245,35071,gdb_35072,C#CC1N=C2NC3C1C23,4.04701,1.35929,1.28741,3.8376,77.53,-0.2326,-0.0627,0.1699,992.9897,0.111577,-379.483634,-379.476645,-379.475701,-379.51493,28.192
246,5510,gdb_5511,Cn1cncc1C#N,3.7575,1.97813,1.30657,3.9034,67.31,-0.2495,-0.0345,0.2151,863.2888,0.09787,-357.697679,-357.690634,-357.68969,-357.729491,24.558
247,120276,gdb_120277,COCC1C2OC2C1C,3.10646,1.07036,0.92725,1.0615,78.73,-0.2474,0.0836,0.331,1347.6422,0.180944,-424.174972,-424.165543,-424.164599,-424.209549,34.553
248,72938,gdb_72939,CC12OCC1C1COC21,2.79242,1.717,1.49337,3.0358,74.01,-0.2332,0.0526,0.2858,973.8312,0.159565,-422.960712,-422.953084,-422.95214,-422.993111,29.86
249,10776,gdb_10777,CC1N(C)C(C)C1=O,2.52487,2.07547,1.42849,2.5512,71.84,-0.2128,-0.0205,0.1923,957.3305,0.163078,-365.057996,-365.048877,-365.047933,-365.091336,32.88
250,105764,gdb_105765,NCC1(CCCO1)C#N,2.25226,1.4486,1.19275,4.9897,75.27,-0.2453,0.0294,0.2747,1143.5345,0.160566,-419.218849,-419.209773,-419.208829,-419.253294,33.263
251,61847,gdb_61848,CC(NC=O)C1COC1,2.32166,1.19425,0.88829,4.7913,75.88,-0.2426,0.0246,0.2672,1340.025,0.170353,-440.289155,-440.279444,-440.2785,-440.325066,34.086
252,22608,gdb_22609,CC12CC1C(O)C2=NO,2.35884,1.55992,1.05268,1.0437,76.36,-0.2349,0.0064,0.2412,1152.4673,0.145762,-439.014146,-439.005028,-439.004084,-439.047684,34.283
253,87026,gdb_87027,CC1OC1(C#N)C(N)=N,2.20926,1.54941,1.07341,5.617,71.64,-0.2591,-0.0111,0.248,1139.5006,0.122968,-434.066637,-434.057493,-434.056548,-434.100465,33.539
254,124221,gdb_124222,CC(=N)OC1=CN=NO1,5.1393,0.81719,0.76213,2.3622,72.94,-0.2533,-0.0741,0.1793,1430.1415,0.09767,-470.013095,-470.003846,-470.002902,-470.048581,31.358
255,98294,gdb_98295,CNC(=O)C(C)C1CO1,2.8287,0.97003,0.85502,3.6564,76.67,-0.2455,0.0283,0.2738,1443.084,0.169098,-440.297111,-440.286699,-440.285755,-440.334036,36.062
256,95606,gdb_95607,CN1CCNC(=O)C1=N,2.32062,1.79004,1.04522,5.3813,75.45,-0.2246,-0.0256,0.199,1123.3313,0.150518,-435.313384,-435.304931,-435.303987,-435.346594,31.336
257,48766,gdb_48767,O=CC12CC1OC(=O)C2,3.17609,1.322,1.06048,3.823,66.52,-0.2695,-0.0395,0.23,1090.8274,0.112156,-457.803998,-457.796541,-457.795597,-457.836291,27.986
258,93929,gdb_93930,CC1COC(C1)C(C)=O,3.03422,1.08938,1.01545,2.9377,78.74,-0.2303,-0.0128,0.2175,1314.3525,0.18124,-424.257382,-424.247637,-424.246693,-424.292866,35.066
259,32828,gdb_32829,c1[nH]c(c(n1)CCO)O,3.142,1.30312,0.95318,1.6526,70.82,-0.1853,0.0503,0.2355,1187.1109,0.137949,-455.183126,-455.175013,-455.174069,-455.216103,30.988
260,81824,gdb_81825,CC1C2NC2(C)C1C#N,2.11797,1.69091,1.15191,5.4604,80.09,-0.2419,0.0311,0.273,1131.3589,0.159021,-382.052228,-382.043283,-382.042339,-382.0856,33.605
